row_id,case_id,run_id,arm,expected_route,question,final_answer,retrieved_evidence_summary,final_building_id_resolved,judge_verdict,judge_composite,judge_faithfulness,judge_answer_relevance,judge_entity_consistency,judge_calibration,judge_semantic_judge_pass,judge_fail_open,judge_evidence_present
BRF_ODEN_04_DROTTNING_KRISTINAS_VAG_43A_001_HEATING@v24_r3:A_late_only,BRF_ODEN_04_DROTTNING_KRISTINAS_VAG_43A_001_HEATING,v24_r3,A_late_only,building_specific,What is the heating system in my building?,"The energy declaration shows that your building’s sole heating system is district heating (“fjärrvärme”), supplied via the Stockholm network. According to the latest EPC calculation:

• Main heating source: District heating (“Fjärrvärme”)  
• District-heating consumption for space heating: 118 576 kWh/year  
• District-heating consumption for hot water (VV): 45 056 kWh/year  

No other heating sources (oil, gas, heat pumps, biomass etc.) are used.

Note: Some building details may be outdated because I could not confirm how recent the underlying energy-declaration data is. I do not have confirmed data for: ventilation_type, electricity_use, energy_declaration_year, renovation_information.","SQL fields used (n=214): 01a_fnr, 50a_deso, 50a_husnridmerge, 50a_uuid, byggnadsid, district_heating_use, energy_class, energy_performance, epc_antalbyggdek_calc, epc_antalgamladek_calc, epc_egenantalbolgh, epc_egenantalkallarplan",01-80-FORSKNINGEN1-44,pass,10.0,10,10,10,10,True,False,True
BRF_ODEN_10_RADMANSGATAN_31_001_PERFORMANCE@v24_r1:A_full,BRF_ODEN_10_RADMANSGATAN_31_001_PERFORMANCE,v24_r1,A_full,building_specific,What is the energy performance of my building?,"For building 05-83-RAEFSAN5-1 (Räfsan 5, Kristinehamn), the latest energy performance certificate (version 3.0, approved 2024-09-19) shows:

• Energy class: C  
• Primary energy performance (egienergiprestanda): 75 kWh/m²·year  
• Specific energy use (heating + domestic hot water): 42 kWh/m²·year  
• Total annual energy use: 7 171 kWh  
• Main heating system: air-to-water heat pump  

This means your building’s primary energy demand is 75 kWh per square metre per year, placing it in class C.

Note: Some building details may be outdated because I could not confirm how recent the underlying energy-declaration data is. I do not have confirmed data for: ventilation_type, electricity_use, energy_declaration_year, renovation_information.","SQL fields used (n=214): 01a_fnr, 50a_deso, 50a_husnridmerge, 50a_uuid, byggnadsid, district_heating_use, energy_class, energy_performance, epc_antalbyggdek_calc, epc_antalgamladek_calc, epc_egenantalbolgh, epc_egenantalkallarplan",05-83-RAEFSAN5-1,fail,7.25,2,9,9,9,False,False,True
DEMO_EXTRA_GEN_006@v24_r1:A_full,DEMO_EXTRA_GEN_006,v24_r1,A_full,generic,How should a BRF board prioritize energy measures when the budget is limited?,"When funds are tight, the board’s goal is to get the biggest “bang for the krona” by tackling measures with the highest energy‐savings per cost and shortest pay-back time first. A typical five-step approach looks like this:

1. Secure an energy overview  
   • Order a targeted energy audit (or consult your most recent Energy Performance Certificate – EPC) to identify where heat and electricity are lost most.  
   • Map out both building-wide systems (heating, ventilation, lighting) and the building envelope (walls, windows, roof).

2. Identify and implement “no-regret” measures  
   • Adjust and optimize controls: thermostat set-points, radiator balancing, ventilations schedules.  
   • Upgrade to LED lighting in common areas and boiler rooms.  
   • Seal obvious air leaks around doors, windows and service penetrations.

3. Tackle quick-pay-back retrofits  
   • Improve attic or roof insulation, where accessible, since loose-fill or batt insulation is relatively low cost.  
   • Install draft strips or tighter glazing seals on windows.  
   • Add simple heat-recovery units in laundry or drying rooms if the audit flags excessive ventilation losses.

4. Plan medium- and long-term renovations  
   • Once cash flow allows, phase in façade insulation or exterior wall retrofits, which deliver bigger savings but require more capital.  
   • Schedule window replacements or upgrades in bundles (e.g. 10–20% of the building each year) to spread cost.  
   • Consider upgrading to a modern, high-efficiency boiler or heat‐pump system when your existing plant nears end of life.

5. Leverage financing and subsidies  
   • Apply for national or municipal grants, “gröna lån” (green loans) or tax deductions available for energy-saving measures.  
   • Explore partnering with an energy‐service company (ESCO) that can carry up-front costs in return for sharing savings.  
   • Build a renovation fund in your annual budget so you’re ready for the next phase.

By focusing first on low-cost, high-impact actions and then rolling out larger upgrades in stages—while tapping every available grant or green loan—you ensure steady progress toward a more energy-efficient, sustainable BRF without over-stretching your budget.

Note: Some building details may be outdated because I could not confirm how recent the underlying energy-declaration data is. I do not have confirmed data for: energy_class, energy_performance, heating_system, ventilation_type.",(no evidence retrieved),,pass,10.0,,10,,10,True,False,False
BRF_ODEN_10_RADMANSGATAN_31_004_PERFORMANCE@v24_r2:A_full,BRF_ODEN_10_RADMANSGATAN_31_004_PERFORMANCE,v24_r2,A_full,building_specific,What is the energy performance of my building?,"Here are the key figures from your building’s most recent energy performance certificate (EPC):  
• Building ID: 01-80-HAELSAN10-2 (Rådmansgatan 31, Stockholm)  
• Latest energy class (2020): E  
• Energy performance (energiprestanda): 155 kWh/m²·year  
• Specific energy use (epc_egispecifikenergianvandning): 155 kWh/m²·year  
• Total annual energy use (epc_egienergianvandning): 1 050 964 kWh  
   – District heating: 946 000 kWh  
   – Domestic hot water: 113 520 kWh  
   – Electricity (common areas): 12 000 kWh  
• Primary energy factor (epc_egiprimarenergital2020_calc): 110  
• Energy index (epc_energiindex_calc): 1.11  

In summary, your building consumes 155 kWh per square metre each year and is rated in energy class E under the latest (2020) EPC.

Note: Some building details may be outdated because I could not confirm how recent the underlying energy-declaration data is. I do not have confirmed data for: ventilation_type, electricity_use, energy_declaration_year, renovation_information.","SQL fields used (n=214): 01a_fnr, 50a_deso, 50a_husnridmerge, 50a_uuid, byggnadsid, district_heating_use, energy_class, energy_performance, epc_antalbyggdek_calc, epc_antalgamladek_calc, epc_egenantalbolgh, epc_egenantalkallarplan",01-80-HAELSAN10-2,pass,10.0,10,10,10,10,True,False,True
BRF_ODEN_02_PROFESSORSSLINGAN_51_001_PERFORMANCE@v24_r2:A_open,BRF_ODEN_02_PROFESSORSSLINGAN_51_001_PERFORMANCE,v24_r2,A_open,building_specific,What is the energy performance of my building?,"According to the latest (2023) Energy Performance Certificate for building 01-80-FILOSOFEN2-3 (approved 2024-08-28):

• Energy performance (primary energy index): 63 kWh/m²·yr  
• Specific energy use (delivered energy): 71 kWh/m²·yr  
• Total annual energy consumption: 167 524 kWh  
• Primary energy use: 149 037 kWh  
• Main heating system: district heating (79 330 kWh/yr)  
• Assigned energy class: B

In other words, your building consumes 63 kWh of primary energy per square metre and is rated in energy class B.

Note: Some building details may be outdated because I could not confirm how recent the underlying energy-declaration data is. I do not have confirmed data for: ventilation_type, electricity_use, energy_declaration_year, renovation_information.","SQL fields used (n=214): 01a_fnr, 50a_deso, 50a_husnridmerge, 50a_uuid, byggnadsid, district_heating_use, energy_class, energy_performance, epc_antalbyggdek_calc, epc_antalgamladek_calc, epc_egenantalbolgh, epc_egenantalkallarplan",01-80-FILOSOFEN2-3,pass,10.0,10,10,10,10,True,False,True
BRF_ODEN_10_RADMANSGATAN_31_001_HEATING@v24_r1:A_open,BRF_ODEN_10_RADMANSGATAN_31_001_HEATING,v24_r1,A_open,building_specific,What is the heating system in my building?,"Based on the energy-performance data for your property (byggnadsid 01-80-HAELSAN10-2), the building’s main heating system is district heating. It is supplied via the Stockholm district-heating network, with an annual measured heat delivery of 946 000 kWh (approximately 832 480 kWh for space heating and 113 520 kWh for domestic hot water).

Note: Some building details may be outdated because I could not confirm how recent the underlying energy-declaration data is. I do not have confirmed data for: ventilation_type, electricity_use, energy_declaration_year, renovation_information.","SQL fields used (n=214): 01a_fnr, 50a_deso, 50a_husnridmerge, 50a_uuid, byggnadsid, district_heating_use, energy_class, energy_performance, epc_antalbyggdek_calc, epc_antalgamladek_calc, epc_egenantalbolgh, epc_egenantalkallarplan",05-83-RAEFSAN5-1,fail,7.75,10,10,1,10,False,False,True
BRF_ODEN_10_RADMANSGATAN_31_004_PERFORMANCE@v24_r3:A_full,BRF_ODEN_10_RADMANSGATAN_31_004_PERFORMANCE,v24_r3,A_full,building_specific,What is the energy performance of my building?,"Building ID: 01-80-HAELSAN10-2  
Address: Rådmansgatan 31, Stockholm  

According to the most recent energy performance certificate (EPC version 1.4, approved 2008-12-30), your building’s key figures are:

• Heated floor area (Atemp): 6 798 m²  
• Specific energy use (EPC energy performance, “egienergiprestanda”): 155 kWh/m²·year  
• EPC energy class (2020 calculation): E  
• Energy index (measured vs. reference): 1.110 (i.e. 11 % above the reference value)  
• Reference value for this building type (“egirefvarde1”): 110 kWh/m²·year  
  – Acceptable range (“egirefvarde2min”–“egirefvarde2max”): 116–142 kWh/m²·year  
• Energy carriers (annual totals):  
  – District heating: 946 000 kWh  
  – Electricity (common areas): 12 000 kWh  

In summary, your building consumes 155 kWh per square metre and is classified in energy class E, reflecting a consumption level somewhat above the target reference for similar multi-family buildings.

Note: Some building details may be outdated because I could not confirm how recent the underlying energy-declaration data is. I do not have confirmed data for: ventilation_type, electricity_use, energy_declaration_year, renovation_information.","SQL fields used (n=214): 01a_fnr, 50a_deso, 50a_husnridmerge, 50a_uuid, byggnadsid, district_heating_use, energy_class, energy_performance, epc_antalbyggdek_calc, epc_antalgamladek_calc, epc_egenantalbolgh, epc_egenantalkallarplan",01-80-HAELSAN10-2,pass,10.0,10,10,10,10,True,False,True
BRF_ODEN_08_PROFESSORSSLINGAN_49_001_ADVICE@v24_r2:A_late_only,BRF_ODEN_08_PROFESSORSSLINGAN_49_001_ADVICE,v24_r2,A_late_only,combined,What should my building prioritize to improve energy efficiency?,"Based on your latest energy performance certificate (EPC), your multi‐family building in Stockholm currently sits in energy class B with  
• Specific energy use (Eindex) of 59 kWh/m²·year  
• Total delivered energy of 158 134 kWh (heating 59 545 kWh, hot water 66 600 kWh, electricity 28 436 kWh)  
• Primary energy index of 53 kWh/m²·year  

While class B is good for a building of this size and age (built 2020), moving toward class A (and reducing your energy bills and carbon footprint) will require targeted measures. We recommend prioritizing the following areas:

1. Building envelope improvements  
   – Review and upgrade insulation levels in external walls, roof and basement ceilings to reduce heat losses.  
   – Inspect window and door seals; consider high-performance glazing or better gaskets to cut transmission and draughts.  
   – Address thermal bridges around balconies, slab edges and other junctions.

2. Domestic hot water efficiency  
   – Hot‐water production accounts for roughly 42 % of your delivered energy (66 600 kWh). Install low-flow taps and showerheads, and consider local heat‐pump pre-heating or solar thermal collectors to offset district-heating use.  
   – Conduct a pipework insulation audit to eliminate distribution losses.

3. Ventilation system optimization  
   – You already have a mechanical supply/extract system with heat recovery (FTX), but look for opportunities to balance and fine-tune airflow rates. Reducing over-ventilation will lower heat demand without impacting indoor air quality.  
   – Ensure heat‐recovery units and ductwork are clean and well-maintained; a clogged heat exchanger can drop efficiency significantly.

4. Renewable heating technologies  
   – Explore the feasibility of supplementing district heating with a shared ground-source (geothermal) or air-source heat pump. Even partial cover of space‐heating demand can lower your primary energy factor.  
   – Investigate purchase of “green” district heating or heat mix contracts from your supplier.

5. Common‐area electricity reductions  
   – Lighting, fans and pumps in corridors, stairwells and technical rooms account for a portion of your 28 436 kWh electricity use. Upgrade to LEDs with presence sensors and install variable-speed drives on circulation pumps.  
   – Implement a basic building management system (BMS) or smart‐metering feedback so you can track consumption in real time and spot unexpected peaks.

6. Resident engagement and monitoring  
   – Encourage tenants to adopt energy-saving behaviour: temperature set-back in unused apartments, efficient appliance use, reporting of draughts.  
   – Set up regular energy‐use reporting (quarterly or monthly) to gauge the impact of each measure and adjust your retrofit plan accordingly.

By tackling the building envelope first, then reducing hot-water and ventilation losses, and finally introducing renewable heat and smarter controls, you will achieve the most cost-effective move toward class A performance (below roughly 45 kWh/m²·year) and long-term energy‐cost savings.

Note: Some building details may be outdated because I could not confirm how recent the underlying energy-declaration data is. I do not have confirmed data for: ventilation_type, electricity_use, energy_declaration_year, renovation_information.","SQL fields used (n=214): 01a_fnr, 50a_deso, 50a_husnridmerge, 50a_uuid, byggnadsid, district_heating_use, energy_class, energy_performance, epc_antalbyggdek_calc, epc_antalgamladek_calc, epc_egenantalbolgh, epc_egenantalkallarplan",01-80-FILOSOFEN2-2,pass,10.0,10,10,10,10,True,False,True
BRF_ODEN_04_DROTTNING_KRISTINAS_VAG_43A_001_ADVICE@v24_r3:A_late_only,BRF_ODEN_04_DROTTNING_KRISTINAS_VAG_43A_001_ADVICE,v24_r3,A_late_only,combined,What should my building prioritize to improve energy efficiency?,"Based on your latest EPC (energy class D, primary energy performance 79 kWh/m²·year) and the breakdown of consumption (heating ~62 %, domestic hot water ~23 %, electricity ~15 %), you should prioritize measures in the following order:

1. Optimize HVAC and heat‐recovery ventilation  
   • Verify and balance your FTX system (venttyp FTX = Ja) to ensure the highest possible heat‐recovery efficiency.  
   • Commission and tune control settings (airflows, set‐back schedules) so you neither over‐ventilate nor lose recovered heat.  

2. Reduce space‐heating demand  
   • Perform an airtightness test and seal detected leaks around windows, doors and service penetrations.  
   • Inspect thermal bridges (e.g. at balconies or slab edges) and add insulation or thermally broken profiles where feasible.  

3. Lower domestic hot‐water consumption  
   • Install low‐flow taps, showerheads and timers in showers to cut demand.  
   • Consider pre‐heating via solar‐thermal panels to offset roughly 45 000 kWh/year of hot‐water heating currently supplied by district heat.  

4. Integrate renewable or lower-carbon heating sources  
   • Explore replacing part of your district-heating load (118 576 kWh/year) with a high-efficiency heat pump (ground or air-source) or hybrid system.  
   • Add photovoltaic panels (currently none) to reduce grid-supplied electricity (28 000 kWh/year).  

5. Improve lighting and plug‐load efficiency  
   • Switch any remaining fluorescent or halogen fixtures to LEDs and fit occupancy/motion sensors in classrooms and corridors.  
   • Upgrade to energy-efficient appliances and set computers/light controls to automatic shut-off after hours.  

6. Implement an energy-management system (BEMS)  
   • Monitor sub-metered consumption (heating, cooling, DHW, plug loads) to identify peak-use periods and abnormal losses.  
   • Use scheduled setbacks and remote monitoring to drive continuous performance improvements.  

By focusing first on HVAC commissioning and envelope tightening (the largest energy end‐uses), and then addressing hot water, renewables and controls, you can move your building toward energy class C—or better—while lowering both operating costs and carbon emissions.

Note: Some building details may be outdated because I could not confirm how recent the underlying energy-declaration data is. I do not have confirmed data for: ventilation_type, electricity_use, energy_declaration_year, renovation_information.","SQL fields used (n=214): 01a_fnr, 50a_deso, 50a_husnridmerge, 50a_uuid, byggnadsid, district_heating_use, energy_class, energy_performance, epc_antalbyggdek_calc, epc_antalgamladek_calc, epc_egenantalbolgh, epc_egenantalkallarplan",01-80-FORSKNINGEN1-44,pass,9.5,9,10,10,9,True,False,True
COMB_001@v24_r1:A_full,COMB_001,v24_r1,A_full,combined,What should our building prioritize if we want to reduce heating costs?,"To reduce your building’s heating costs most effectively, you should focus on improving its overall energy performance—ideally as measured by the EPC energy class (epc_egienergiklass). In practice, the key priorities are:  

1.  Upgrade the building envelope  
    •  Roof insulation: Because heat always rises, upgrading or adding insulation in the attic or roof space typically offers the highest return on investment.  
    •  Wall insulation: For uninsulated or poorly insulated walls, consider cavity‐fill insulation or an external/internal insulation system.  
    •  Floor insulation: Insulating over unheated basements or crawl spaces stops cold bridging from below.  

2.  Improve window and door performance  
    •  Install high‐performance, double‐ or triple‐glazed windows with low-emissivity coatings.  
    •  Ensure doors and windows are properly sealed with weather-stripping to reduce drafts and infiltration.  

3.  Enhance airtightness  
    •  Locate and seal leaks around service penetrations, junctions, and transitions (e.g. between wall and floor or around window frames).  
    •  Conduct a blower-door test to identify and systematically eliminate air leaks.  

4.  Optimize mechanical systems  
    •  Heat recovery ventilation (HRV): A balanced ventilation system with heat recovery will supply fresh air while recapturing heat from outgoing stale air.  
    •  High‐efficiency heating source: Consider replacing an old boiler with a modern condensing boiler or a ground/air-source heat pump.  
    •  Smart controls and thermostatic radiators: Zoning and programmable thermostats let you heat only occupied areas when needed.  

5.  Review heated floor area (Atemp) and usage patterns  
    •  epc_egenatemp tells you the total heated volume—if certain wings or floors are little used, consider zoning them off or reducing their setpoint.  
    •  Adjust thermostat setbacks for nights and unoccupied periods to cut wasted energy.  

6.  Seek an updated EPC assessment  
    •  A new energy performance certificate will quantify the impact of any measures you’ve taken and guide you toward the next most cost-effective upgrade.  

By tackling the building envelope first (insulation, airtightness, windows) and then optimizing ventilation and heating systems, you’ll achieve the greatest reduction in heating costs per krona invested—and most likely improve your EPC energy class in the process.

Note: Some building details may be outdated because I could not confirm how recent the underlying energy-declaration data is. I do not have confirmed data for: energy_class, energy_performance, heating_system, ventilation_type.",(no evidence retrieved),,pass,10.0,,10,,10,True,False,False
EKR_GEN_005@v24_r1:A_open,EKR_GEN_005,v24_r1,A_open,generic,What is an energy declaration?,"An energy declaration (often called an Energy Performance Certificate or EPC) is an official, standardized report that describes a building’s energy performance and efficiency. In Sweden, for example, any newly constructed, sold or rented building must have an energideklaration performed by an accredited energy inspector. Key elements of the declaration include:  
• An energy class rating (epc_egienergiklass) on a scale from A (most efficient) to G (least efficient)  
• Estimated annual energy consumption for heating, hot water and, where relevant, electricity for common areas  
• Technical building data such as heated floor area (Atemp), building type, number of floors and stairwells  
• A list of recommended energy-saving measures with cost and energy-saving estimates  
• Validity period (typically ten years)  

The purpose of the energy declaration is to give building owners, buyers and tenants clear, comparable information on a building’s energy use and to highlight cost-effective ways to reduce consumption, lower operating costs and improve indoor comfort.

Note: Some building details may be outdated because I could not confirm how recent the underlying energy-declaration data is. I do not have confirmed data for: energy_class, energy_performance, heating_system, ventilation_type.",(no evidence retrieved),,pass,10.0,,10,,10,True,False,False
BRF_ODEN_10_RADMANSGATAN_31_004_PERFORMANCE@v24_r3:A_open,BRF_ODEN_10_RADMANSGATAN_31_004_PERFORMANCE,v24_r3,A_open,building_specific,What is the energy performance of my building?,"According to the most recent energy declaration for your building (Building ID 05-83-RAEFSAN5-1, approved 2024-09-19):  
• Energy performance (EPC “energiprestanda”): 75 kWh/m²·year  
• Energy class: C (latest classification)  
• Heated floor area (Atemp): 171 m²  
• Total annual delivered energy: 7 171 kWh (heating + hot water)  
• Primary energy use: 12 908 kWh/year  

In other words, your detached house in Motala consumes about 75 kWh per square metre each year and is rated in energy class C.

Note: Some building details may be outdated because I could not confirm how recent the underlying energy-declaration data is. I do not have confirmed data for: ventilation_type, electricity_use, energy_declaration_year, renovation_information.","SQL fields used (n=214): 01a_fnr, 50a_deso, 50a_husnridmerge, 50a_uuid, byggnadsid, district_heating_use, energy_class, energy_performance, epc_antalbyggdek_calc, epc_antalgamladek_calc, epc_egenantalbolgh, epc_egenantalkallarplan",01-80-HAELSAN10-2,fail,7.25,9,10,1,9,False,False,True
EKR_GEN_024@v24_r2:A_late_only,EKR_GEN_024,v24_r2,A_late_only,generic,What is load balancing for EV charging?,"Load balancing for electric-vehicle (EV) charging is the method by which available electrical power is distributed intelligently among one or more charging points to

• Prevent overloads on a building’s electrical installation or on the local grid  
• Maximize utilization of the available capacity  
• Ensure each vehicle receives a fair or prioritized share of power  

How it works  
1. Capacity monitoring  
  – A central controller or smart meter continuously measures total current draw and compares it with the maximum allowable capacity of the service connection or sub-feed.  
2. Power allocation  
  – If multiple EVs plug in simultaneously, the controller dynamically adjusts the charging current to each point so that the sum does not exceed the predefined limit.  
  – Charging currents can be reduced or increased in real time as vehicles start, finish or change their charging rate.  
3. Priority settings (optional)  
  – Some systems allow you to assign priorities—for example, a company fleet vehicle may be given higher charging priority than a visitor’s car.  
4. Integration with building energy management  
  – Load-balancing controllers can be tied into the building’s energy-management system or to on-site renewable sources (solar, battery storage) to further optimize costs and self-consumption.  

Types of load balancing  
• Static load balancing  
  – Power limits are set in advance for each charger. Distribution does not adjust in real time—when one charger reaches its limit, others pick up the slack.  
• Dynamic load balancing  
  – Real-time measurement and adjustment. The most common approach in modern EV-charging installations.  

Key benefits  
• Safety—avoids tripping breakers or fuses by keeping total draw within safe limits  
• Cost efficiency—allows more chargers to be installed on a given supply without costly grid upgrades  
• User experience—minimizes “no-charge” situations and reduces waiting times by sharing power fairly  
• Grid friendliness—smooths out peaks in demand, which can reduce energy costs and stress on the local distribution network  

In summary, load balancing is a crucial feature in any multi-point EV charging installation, ensuring reliable, efficient and safe distribution of electrical power.

Note: Some building details may be outdated because I could not confirm how recent the underlying energy-declaration data is. I do not have confirmed data for: energy_class, energy_performance, heating_system, ventilation_type.",(no evidence retrieved),,pass,10.0,,10,,10,True,False,False
BRF_ODEN_07_TEKNIKRINGEN_37A_001_HEATING@v24_r2:A_full,BRF_ODEN_07_TEKNIKRINGEN_37A_001_HEATING,v24_r2,A_full,building_specific,What is the heating system in my building?,"The building’s primary heating system is direct electric heating (“ElDirekt”). No district heating, gas, oil, biomass or heat‐pump systems are installed.

Note: Some building details may be outdated because I could not confirm how recent the underlying energy-declaration data is. I do not have confirmed data for: ventilation_type, electricity_use, energy_declaration_year, renovation_information.","SQL fields used (n=214): 01a_fnr, 50a_deso, 50a_husnridmerge, 50a_uuid, byggnadsid, district_heating_use, energy_class, energy_performance, epc_antalbyggdek_calc, epc_antalgamladek_calc, epc_egenantalbolgh, epc_egenantalkallarplan",01-80-NORRADJURGAARDEN1:49-34,pass,9.75,10,10,10,9,True,False,True
BRF_ODEN_10_RADMANSGATAN_31_004_PERFORMANCE@v24_r1:A_full,BRF_ODEN_10_RADMANSGATAN_31_004_PERFORMANCE,v24_r1,A_full,building_specific,What is the energy performance of my building?,"For building 01-80-HAELSAN10-2 (Hälsan 10), the latest Energy Performance Certificate (2010 version) reports:

• Energy performance (Energiprestanda): 155 kWh/m²·year  
• Energy class: E  
• Primary energy indicator (Primärenergital 2020): 110 kWh/m²·year  
• Heating system: district heating  

This means your building consumes 155 kWh of delivered energy per square metre annually, placing it in class E on the national scale.

Note: Some building details may be outdated because I could not confirm how recent the underlying energy-declaration data is. I do not have confirmed data for: ventilation_type, electricity_use, energy_declaration_year, renovation_information.","SQL fields used (n=214): 01a_fnr, 50a_deso, 50a_husnridmerge, 50a_uuid, byggnadsid, district_heating_use, energy_class, energy_performance, epc_antalbyggdek_calc, epc_antalgamladek_calc, epc_egenantalbolgh, epc_egenantalkallarplan",01-80-HAELSAN10-2,pass,9.75,10,10,10,9,True,False,True
EKR_GEN_023@v24_r1:A_open,EKR_GEN_023,v24_r1,A_open,generic,Where is the boundary between normal EV charging and fast charging?,"In practice, the cut-off between “normal” (sometimes called slow or AC) charging and “fast” charging is almost always set at 22 kW:

•  Normal (AC) charging  
   – Typically up to 22 kW.  
   – In Europe most home and public AC chargers are 3.7–22 kW (single- or three-phase).  
•  Fast charging  
   – Defined as any charging point rated at 22 kW or above.  
   – On AC this is still up to ~43 kW in some installations, but by convention 22 kW+ is “fast.”  
   – DC fast chargers generally start at around 50 kW and today commonly range from 50 kW up to 350 kW or more.

Different standards bodies or countries may subdivide further (e.g. “rapid” for ≥50 kW DC or “ultra-rapid” >150 kW), but the industry consensus for the normal-vs-fast boundary is 22 kW.

Note: Some building details may be outdated because I could not confirm how recent the underlying energy-declaration data is. I do not have confirmed data for: energy_class, energy_performance, heating_system, ventilation_type.",(no evidence retrieved),,pass,9.5,,10,,9,True,False,False
BRF_ODEN_01_TULEGATAN_5A_002_PERFORMANCE@v24_r3:A_late_only,BRF_ODEN_01_TULEGATAN_5A_002_PERFORMANCE,v24_r3,A_late_only,building_specific,What is the energy performance of my building?,"Based on the latest energy performance certificate (EPC) for your property (Building ID 19-84-LEOPARDEN5-1, Tulegatan 5A in Arboga), the key figures are as follows:

• Energy class (2020): E  
• Specific energy performance: 190 kWh/m²·year  
• Total annual delivered energy use: ≈158 000 kWh (all fuels)  
• Energy index: 1.18 (ratio of actual use to reference value)  
• Main heating system: wood‐chip boiler (“Flis”)

In other words, your building consumes about 190 kWh per square metre and falls into class E under the current Swedish classification.

Note: Some building details may be outdated because I could not confirm how recent the underlying energy-declaration data is. I do not have confirmed data for: ventilation_type, electricity_use, energy_declaration_year, renovation_information.","SQL fields used (n=214): 01a_fnr, 50a_deso, 50a_husnridmerge, 50a_uuid, byggnadsid, district_heating_use, energy_class, energy_performance, epc_antalbyggdek_calc, epc_antalgamladek_calc, epc_egenantalbolgh, epc_egenantalkallarplan",19-84-LEOPARDEN5-1,pass,9.75,10,10,10,9,True,False,True
BRF_ODEN_10_RADMANSGATAN_31_001_HEATING@v24_r2:A_open,BRF_ODEN_10_RADMANSGATAN_31_001_HEATING,v24_r2,A_open,building_specific,What is the heating system in my building?,"Based on the latest energy‐declaration data for your property (byggnadsid 17-81-BONDEN9-1), the building’s primary heating system is an air-to-water heat pump. No district-heating consumption was recorded.

Note: Some building details may be outdated because I could not confirm how recent the underlying energy-declaration data is. I do not have confirmed data for: ventilation_type, electricity_use, energy_declaration_year, renovation_information.","SQL fields used (n=214): 01a_fnr, 50a_deso, 50a_husnridmerge, 50a_uuid, byggnadsid, district_heating_use, energy_class, energy_performance, epc_antalbyggdek_calc, epc_antalgamladek_calc, epc_egenantalbolgh, epc_egenantalkallarplan",05-83-RAEFSAN5-1,fail,8.0,10,10,2,10,False,False,True
DEMO_EXTRA_GEN_005@v24_r2:A_open,DEMO_EXTRA_GEN_005,v24_r2,A_open,generic,Is lowering the indoor temperature a useful energy-saving measure?,"Yes. Turning your thermostat down by just a few degrees is one of the simplest—and most cost-effective—ways to reduce your building’s energy use and heating costs. Here’s why and how it works:

1. Energy and cost savings per degree  
   • On average, lowering your indoor temperature by 1 °C reduces heating energy consumption by about 5 %.  
   • If your annual heating bill is, say, 15 000 SEK, a 1 °C setback could save roughly 750 SEK per year.  

2. Impact on carbon emissions  
   • Less fuel or electricity for heating directly means lower CO₂ emissions.  
   • Especially in buildings with poor insulation or high heated floor area (Atemp), the relative savings are even more pronounced.

3. Recommended temperature settings  
   • Living areas: 19–21 °C  
   • Bedrooms: 16–18 °C (you sleep better in a cooler room)  
   • When unoccupied (work, vacation): setback to 15–17 °C

4. Best practices for implementation  
   • Programmable thermostat or smart controls: set different temperatures for day/night or weekday/weekend.  
   • Radiator thermostatic valves (TRVs): allow room-by-room control, so you only heat the spaces you use.  
   • Night setback: drop the temperature automatically during sleeping hours.  
   • Combine with good insulation and airtightness: the better insulated the building, the longer it holds heat when the thermostat is turned down.

5. Comfort considerations  
   • If occupants feel chilly, consider supplemental measures such as warmer clothing or localized heating (e.g. heated towel rails in bathrooms).  
   • Avoid large fluctuations: rapid temperature swings can increase energy use and reduce comfort.

In summary, lowering the indoor temperature—even by just 1 °C—is a proven, easy-to-implement energy-saving measure that reduces running costs and carbon emissions. For best results, integrate it with proper building insulation, programmable controls and room-by-room temperature regulation.

Note: Some building details may be outdated because I could not confirm how recent the underlying energy-declaration data is. I do not have confirmed data for: energy_class, energy_performance, heating_system, ventilation_type.",(no evidence retrieved),,pass,9.5,,10,,9,True,False,False
