case_id,expected_route,question,final_answer,retrieved_evidence_summary,judge_verdict,judge_composite,judge_faithfulness,judge_answer_relevance,judge_question_coverage,judge_calibration,judge_semantic_judge_pass,judge_fail_open,judge_evidence_present
BRF_ODEN_01_TULEGATAN_5A_002_HEATING,building_specific,What is the heating system in my building?,"According to your latest energy declaration (EPC), the building’s main heating system is a wood-chip boiler (Swedish “flis”). There is no district-heating connection (district_heating_use = 0).

Note: Some building details may be outdated because I could not confirm how recent the underlying energy-declaration data is. I do not have confirmed data for: ventilation_type, electricity_use, energy_declaration_year, renovation_information.","SQL fields used (n=214): 01a_fnr, 50a_deso, 50a_husnridmerge, 50a_uuid, byggnadsid, district_heating_use, energy_class, energy_performance, epc_antalbyggdek_calc, epc_antalgamladek_calc, epc_egenantalbolgh, epc_egenantalkallarplan",pass,10.0,10,10,10,10,True,False,True
BRF_ODEN_01_TULEGATAN_5A_002_PERFORMANCE,building_specific,What is the energy performance of my building?,"Below is a summary of the energy performance for the two buildings in your query. The most recent declaration (version 2021) is for the Arboga property and should be taken as the current, authoritative result.

1. Building ID “19-84-LEOPARDEN5-1” (Tulegatan 5A, Arboga) – EPC version 2021  
   • Primary energy performance (2020): 102 kWh/m²·year  
   • Specific energy use: 141 kWh/m²·year  
   • Energy index: 1.085  
   • Energy class: E  
   • Main heating system: District heating  

2. Building ID “01-80-HAELSAN10-2” (Tulegatan 5A, Stockholm) – EPC version 2019  
   • Primary energy performance (2019): 183 kWh/m²·year  
   • Specific energy use: 178 kWh/m²·year  
   • Energy index: 1.154  
   • Energy class: F  
   • Main heating system: District heating  

The latest (2021) certificate for the Arboga building gives an energy performance of 102 kWh/m²·year and places the property in energy class E.

Note: Some building details may be outdated because I could not confirm how recent the","SQL fields used (n=214): 01a_fnr, 50a_deso, 50a_husnridmerge, 50a_uuid, byggnadsid, district_heating_use, energy_class, energy_performance, epc_antalbyggdek_calc, epc_antalgamladek_calc, epc_egenantalbolgh, epc_egenantalkallarplan",pass,9.75,10,10,10,9,True,False,True
BRF_ODEN_02_PROFESSORSSLINGAN_51_001_HEATING,building_specific,What is the heating system in my building?,"The building’s primary heating system is district heating (“fjärrvärme”). According to the latest energy declaration:

• Heating source: District heating (Stockholm network)  
• Energy used for space heating: 79 330 kWh/year  
• Energy used for domestic hot water: 58 800 kWh/year  

This district-heating supply covers both the space-heating and hot‐water needs of the building.

Note: Some building details may be outdated because I could not confirm how recent the underlying energy-declaration data is. I do not have confirmed data for: ventilation_type, electricity_use, energy_declaration_year, renovation_information.","SQL fields used (n=214): 01a_fnr, 50a_deso, 50a_husnridmerge, 50a_uuid, byggnadsid, district_heating_use, energy_class, energy_performance, epc_antalbyggdek_calc, epc_antalgamladek_calc, epc_egenantalbolgh, epc_egenantalkallarplan",pass,10.0,10,10,10,10,True,False,True
BRF_ODEN_02_PROFESSORSSLINGAN_51_001_PERFORMANCE,building_specific,What is the energy performance of my building?,"Based on the latest (2023) energy performance certificate for building 01-80-FILOSOFEN2-3 in Stockholm:

• Energy performance (Energiprestanda): 63 kWh/m²·year  
• Energy class (Energiklass): B  

Additional figures from the certificate:  
• Total delivered energy: 167 524 kWh/year  
• Primary energy use: 149 037 kWh/year  
• Specific energy consumption: 71 kWh/m²·year  
• Main heating system: district heating (79 330 kWh/year)  
• Domestic hot water: 58 800 kWh/year  

These values place the building solidly in class B, indicating good but not top‐level efficiency. Continuous monitoring and targeted improvements (e.g. in ventilation or envelope insulation) could help you move towards an A-class rating.

Note: Some building details may be outdated because I could not confirm how recent the underlying energy-declaration data is. I do not have confirmed data for: ventilation_type, electricity_use, energy_declaration_year, renovation_information.","SQL fields used (n=214): 01a_fnr, 50a_deso, 50a_husnridmerge, 50a_uuid, byggnadsid, district_heating_use, energy_class, energy_performance, epc_antalbyggdek_calc, epc_antalgamladek_calc, epc_egenantalbolgh, epc_egenantalkallarplan",pass,9.75,10,10,10,9,True,False,True
BRF_ODEN_02_PROFESSORSSLINGAN_51_001_ADVICE,combined,What should my building prioritize to improve energy efficiency?,"Your building (Filosofen 2, energy class B, primary energy performance 63 kWh/m²•year) already performs well, but the largest energy end-uses are space heating (79 330 kWh) and domestic hot water (58 800 kWh). To make the next leap toward an A-class building you should prioritize:

1. Improve the thermal envelope  
   • Add insulation to exterior walls and roof where U-values are highest.  
   • Upgrade windows and doors to low-U, airtight models to reduce transmission losses.  
   • Seal penetrations and joints to improve air-tightness (blower-door testing will identify major leaks).

2. Optimize domestic hot-water systems  
   • Install low-flow fixtures (taps, showers) to cut hot-water demand.  
   • Add drain-water heat recovery or a solar-thermal pre-heating loop to reduce district-heating input for DHW.  
   • Insulate hot-water distribution piping and storage tanks to minimize standby losses.

3. Fine-tune ventilation and heating controls  
   • Balance the existing FT-system (m","SQL fields used (n=214): 01a_fnr, 50a_deso, 50a_husnridmerge, 50a_uuid, byggnadsid, district_heating_use, energy_class, energy_performance, epc_antalbyggdek_calc, epc_antalgamladek_calc, epc_egenantalbolgh, epc_egenantalkallarplan",fail,8.25,10,10,10,3,False,False,True
BRF_ODEN_03_TEKNIKRINGEN_10B_001_ADVICE,combined,What should my building prioritize to improve energy efficiency?,"To recommend the most effective measures we’d normally look at your building’s specifics—especially its current EPC energy class (epc_egienergiklass), heated area (epc_egenatemp), building type (epc_egenbyggnadstyp), and existing systems. In the absence of those details, here are the typical priority areas for most buildings:  

1. Building Envelope  
   • Insulation – upgrade or add insulation in lofts/roofs, external walls and ground floors.  
   • Windows and doors – replace single-glazed or poorly sealed units with high-performance, low-U-value glazing and airtight frames.  
   • Air tightness – seal gaps around pipes, ducts, windows and service penetrations to reduce drafts and heat loss.  

2. Heating, Cooling and Ventilation  
   • Heating system – consider high-efficiency boilers, heat pumps or district heating connections.  
   • Ventilation – install or retrofit controlled mechanical ventilation with heat recovery (MVHR) to maintain air quality while minimizing heat losses.  ",(no evidence retrieved),pass,9.666666666666666,,10,10,9,True,False,False
BRF_ODEN_04_DROTTNING_KRISTINAS_VAG_43A_001_HEATING,building_specific,What is the heating system in my building?,"Your building’s primary heating system is district heating (fjärrvärme) supplied via the Stockholm network. According to the latest energy performance certificate (2022):

• Main heating source: District heating (“Fjärrvärme”)  
• Annual district-heating use for space heating: 118 576 kWh  
• Annual district-heating use for hot water:   45 056 kWh  

No other heating fuels (oil, gas, biomass or heat pumps) are reported.

Note: Some building details may be outdated because I could not confirm how recent the underlying energy-declaration data is. I do not have confirmed data for: ventilation_type, electricity_use, energy_declaration_year, renovation_information.","SQL fields used (n=214): 01a_fnr, 50a_deso, 50a_husnridmerge, 50a_uuid, byggnadsid, district_heating_use, energy_class, energy_performance, epc_antalbyggdek_calc, epc_antalgamladek_calc, epc_egenantalbolgh, epc_egenantalkallarplan",pass,9.75,10,10,10,9,True,False,True
BRF_ODEN_04_DROTTNING_KRISTINAS_VAG_43A_001_PERFORMANCE,building_specific,What is the energy performance of my building?,"According to the latest energy declaration (2020 calculation), your building has:

• Energy performance (primary energy index): 79 kWh/m²·year  
• Energy class: D  

Summary of key figures from the declaration:  
- Total heated floor area (Atemp): 2 184 m²  
- Annual delivered energy (“epc_egienergianvändning”): 198 495 kWh  
- Primary energy use (“epc_egiprimarenergianvändning”): 173 149 kWh  
- Specific energy use (“epc_egispecifikenergianvändning”): 91 kWh/m²·year  
- Main heating system: District heating (118 576 kWh delivered)  

These values place the building in energy class D on the Swedish A–G scale.

Note: Some building details may be outdated because I could not confirm how recent the underlying energy-declaration data is. I do not have confirmed data for: ventilation_type, electricity_use, energy_declaration_year, renovation_information.","SQL fields used (n=214): 01a_fnr, 50a_deso, 50a_husnridmerge, 50a_uuid, byggnadsid, district_heating_use, energy_class, energy_performance, epc_antalbyggdek_calc, epc_antalgamladek_calc, epc_egenantalbolgh, epc_egenantalkallarplan",pass,9.75,10,10,10,9,True,False,True
BRF_ODEN_04_DROTTNING_KRISTINAS_VAG_43A_001_ADVICE,combined,What should my building prioritize to improve energy efficiency?,"Based on your building’s latest energy‐performance data (energy class D in 2020, primary energy number 79 kWh/m² year, specific energy use ca 91 kWh/m² year) the single biggest lever to pull is reducing your heating demand.  Roughly 85 % of your annual energy goes to space heating and hot water (118 576 kWh district heating + 45 056 kWh hot-water share versus only ~28 000 kWh electricity), so you’ll gain most by:

  •  Improving the building envelope  
     – Your current calculated reference-value (U-value equivalent) is 75 % of the BBR-29 maximum (epc_egirefvarde1bbr29_calc).  Upgrading wall, roof and window insulation (ideally toward or below the BBR-29 reference of 80) will cut heat losses directly.  
     – Pay special attention to window replacements (high-performance frames and triple glazing) and sealing thermal bridges/air leaks.  

  •  Optimizing your ventilation system  
     – You have a mechanical supply-and-extract with heat recovery (venttyp ftx = Yes) at about 0.5 l/s/","SQL fields used (n=214): 01a_fnr, 50a_deso, 50a_husnridmerge, 50a_uuid, byggnadsid, district_heating_use, energy_class, energy_performance, epc_antalbyggdek_calc, epc_antalgamladek_calc, epc_egenantalbolgh, epc_egenantalkallarplan",pass,9.75,10,10,10,9,True,False,True
BRF_ODEN_05_ARTEMISGATAN_17_001_ADVICE,combined,What should my building prioritize to improve energy efficiency?,"Improving a building’s energy efficiency is best approached in stages: first address the biggest energy losses, then optimize systems and operations. Although specific measures will depend on your building’s current condition and use, here is a general priority list:

1. Conduct an Energy Audit or EPC  
   • Have a certified energy auditor review your building (or update your Energy Performance Certificate).  
   • Identify your current energy class (epc_egienergiklass) and the measures with the highest cost-benefit.

2. Upgrade the Building Envelope  
   • Insulation – add or improve roof, wall and floor insulation to reduce heat loss.  
   • Windows and doors – replace single-glazed or poorly sealed units with high-performance, double- or triple-glazing; improve weather-stripping.  
   • Air-tightness – seal gaps around service penetrations, joinery and between building elements to eliminate drafts.

3. Optimize Heating, Cooling and Ventilation  
   • Heating system – consider high-e",(no evidence retrieved),pass,10.0,,10,10,10,True,False,False
BRF_ODEN_06_TEKNIKRINGEN_78B_001_ADVICE,combined,What should my building prioritize to improve energy efficiency?,"Improving the energy performance of any building typically involves a hierarchy of measures, starting with the building’s envelope and moving toward systems and controls. Even without specific data on your property, you can prioritize the following areas to achieve the greatest savings and comfort:

1. Building Envelope (Insulation & Airtightness)  
   • Walls and Roof Insulation – Upgrade to at least current building-code U-values or better (for Sweden, typically ≤0.20 W/m²K for walls and ≤0.15 W/m²K for roofs).  
   • Floor and Basement Insulation – Insulate ground-bearing slabs and basement ceilings to reduce heat loss to the ground.  
   • Air Sealing – Locate and seal cracks, gaps and penetrations (around windows, doors, service entries) to reduce uncontrolled infiltration. Perform a blower-door test to quantify and track airtightness improvements.

2. Windows and Doors  
   • High-Performance Glazing – Replace single or old double glazing with modern triple- or high-performance d",(no evidence retrieved),pass,9.333333333333334,,9,10,9,True,False,False
BRF_ODEN_07_TEKNIKRINGEN_37A_001_HEATING,building_specific,What is the heating system in my building?,"According to the latest energy-performance data for your building, the primary heating system is direct electric heating (“ElDirekt”). There is no district-heating connection (district_heating_use = 0).

Note: Some building details may be outdated because I could not confirm how recent the underlying energy-declaration data is. I do not have confirmed data for: ventilation_type, electricity_use, energy_declaration_year, renovation_information.","SQL fields used (n=214): 01a_fnr, 50a_deso, 50a_husnridmerge, 50a_uuid, byggnadsid, district_heating_use, energy_class, energy_performance, epc_antalbyggdek_calc, epc_antalgamladek_calc, epc_egenantalbolgh, epc_egenantalkallarplan",pass,9.5,9,10,10,9,True,False,True
BRF_ODEN_07_TEKNIKRINGEN_37A_001_PERFORMANCE,building_specific,What is the energy performance of my building?,"According to the latest (2020) energy declaration for your building (Teknikringen 37a, Stockholm), the key energy-performance figures are:

•  Energy class (2020): G  (previously F in 2016)  
•  Heated floor area (Atemp): 230 m²  
•  Specific energy use: 108 kWh/m²·year  
•  Total annual energy use: 24 840 kWh/year  
   – Heating (direct electric): 23 445 kWh  
   – Domestic hot water: 115 kWh  
   – Other electricity use: 1 280 kWh  
•  Primary energy indicator: 194 kWh/m²·year  

In summary, your building consumes about 108 kWh per square metre annually and is rated in the lowest energy class (G), reflecting high energy use primarily for direct electric heating.

Note: Some building details may be outdated because I could not confirm how recent the underlying energy-declaration data is. I do not have confirmed data for: ventilation_type, electricity_use, energy_declaration_year, renovation_information.","SQL fields used (n=214): 01a_fnr, 50a_deso, 50a_husnridmerge, 50a_uuid, byggnadsid, district_heating_use, energy_class, energy_performance, epc_antalbyggdek_calc, epc_antalgamladek_calc, epc_egenantalbolgh, epc_egenantalkallarplan",pass,9.5,8,10,10,10,True,False,True
BRF_ODEN_07_TEKNIKRINGEN_37A_001_ADVICE,combined,What should my building prioritize to improve energy efficiency?,"Based on your building’s latest EPC (energy class G, specific energy use 108 kWh/m²·year and primary energy ~194 kWh/m²·year vs. a reference level of ~55 kWh/m²·year), there is substantial potential for savings. Here’s where to focus, in order of typical cost-effectiveness and impact:

1. Improve the building envelope  
  • Loft/roof insulation – in many older buildings the roof is the first major heat‐loss path. Increasing U-value here often yields quick payback.  
  • External walls – add external or internal insulation if feasible (e.g. 100–200 mm mineral wool or equivalent).  
  • Basement/floor slab – insulate ground floors or basements to reduce cold bridging.  
  • High-performance windows – replace single or poorly sealed double-glazed units with certified energy‐efficient windows (Uw ≤1.2 W/m²K) and proper airtight detailing.

2. Upgrade ventilation with heat recovery  
  • Install a balanced mechanical ventilation system (FTX) with ≥75 % heat recovery efficiency. This typical","SQL fields used (n=214): 01a_fnr, 50a_deso, 50a_husnridmerge, 50a_uuid, byggnadsid, district_heating_use, energy_class, energy_performance, epc_antalbyggdek_calc, epc_antalgamladek_calc, epc_egenantalbolgh, epc_egenantalkallarplan",pass,10.0,10,10,10,10,True,False,True
BRF_ODEN_08_PROFESSORSSLINGAN_49_001_HEATING,building_specific,What is the heating system in my building?,"Your building’s primary heating system is district heating (fjärrvärme). It is connected to the Stockholm district-heating network, providing all of your space-heating needs. According to the latest energy performance certificate:

• Main heating: District heating (“Fjärrvärme”)  
• Annual district-heating use for space heating: 59 545 kWh  
• Annual district-heating use for domestic hot water: 66 600 kWh  

No other heating sources (gas, oil, heat pumps, biomass, electric direct heating, etc.) are used.

Note: Some building details may be outdated because I could not confirm how recent the underlying energy-declaration data is. I do not have confirmed data for: ventilation_type, electricity_use, energy_declaration_year, renovation_information.","SQL fields used (n=214): 01a_fnr, 50a_deso, 50a_husnridmerge, 50a_uuid, byggnadsid, district_heating_use, energy_class, energy_performance, epc_antalbyggdek_calc, epc_antalgamladek_calc, epc_egenantalbolgh, epc_egenantalkallarplan",pass,10.0,10,10,10,10,True,False,True
BRF_ODEN_08_PROFESSORSSLINGAN_49_001_PERFORMANCE,building_specific,What is the energy performance of my building?,"For building 01-80-FILOSOFEN2-2 in Stockholm, the most recent Energy Performance Certificate (registered August 21, 2023) reports:

• Energiprestanda (Energy Performance): 53 kWh/m²·year  
• Energiklass (Energy Class, 2020 scale): B  

In other words, your building’s calculated energy performance is 53 kWh per square metre and it falls into class B on the current Swedish scale.

Note: Some building details may be outdated because I could not confirm how recent the underlying energy-declaration data is. I do not have confirmed data for: ventilation_type, electricity_use, energy_declaration_year, renovation_information.","SQL fields used (n=214): 01a_fnr, 50a_deso, 50a_husnridmerge, 50a_uuid, byggnadsid, district_heating_use, energy_class, energy_performance, epc_antalbyggdek_calc, epc_antalgamladek_calc, epc_egenantalbolgh, epc_egenantalkallarplan",pass,9.5,10,10,10,8,True,False,True
BRF_ODEN_08_PROFESSORSSLINGAN_49_001_ADVICE,combined,What should my building prioritize to improve energy efficiency?,"Based on your building’s latest energy performance certificate (EPC 2023), your property is rated in energy class B with a primary energy index just above the reference level (energy index 1.04). The largest shares of your total energy use are:

• Space heating via district heating: about 59,545 kWh (38 % of total)  
• Domestic hot water via district heating: about 66,600 kWh (42 % of total)  
• Electricity (common areas, ventilation fans, lighting, etc.): about 28,400 kWh (18 % of total)

To push your building into class A (or at least lower your overall energy index), you should prioritize the following measures:

1. Improve the building envelope  
   – Add or upgrade thermal insulation in façades, roof and basement ceiling.  
   – Replace or retrofit windows and external doors with high-performance, airtight units.  
   – Tighten air barriers to reduce uncontrolled infiltration.

2. Optimize ventilation heat recovery  
   – Your building already uses an FTX system (mechanical supply","SQL fields used (n=214): 01a_fnr, 50a_deso, 50a_husnridmerge, 50a_uuid, byggnadsid, district_heating_use, energy_class, energy_performance, epc_antalbyggdek_calc, epc_antalgamladek_calc, epc_egenantalbolgh, epc_egenantalkallarplan",pass,9.5,9,10,10,9,True,False,True
BRF_ODEN_09_PROFESSORSSLINGAN_53_001_HEATING,building_specific,What is the heating system in my building?,"According to your building’s latest energy performance certificate (EPC), the primary heating system is district heating (Swedish: fjärrvärme), supplied via the Stockholm network.  
• Fjärrvärme for space heating: 53 777 kWh/year  
• Fjärrvärme for domestic hot water: 58 800 kWh/year  

Energy class (latest calculation): B  
Primary energy performance (2020): 60 kWh/m²·year

Note: Some building details may be outdated because I could not confirm how recent the underlying energy-declaration data is. I do not have confirmed data for: ventilation_type, electricity_use, energy_declaration_year, renovation_information.","SQL fields used (n=214): 01a_fnr, 50a_deso, 50a_husnridmerge, 50a_uuid, byggnadsid, district_heating_use, energy_class, energy_performance, epc_antalbyggdek_calc, epc_antalgamladek_calc, epc_egenantalbolgh, epc_egenantalkallarplan",pass,9.75,10,10,10,9,True,False,True
BRF_ODEN_09_PROFESSORSSLINGAN_53_001_PERFORMANCE,building_specific,What is the energy performance of my building?,"The latest energy performance certificate for your building (ID 01-80-FILOSOFEN2-4) shows:

• Energy performance (Energiprestanda): 60 kWh/m²·year  
• Energy class: B  

Additional key figures from the 2023 declaration:  
• Heated floor area (Atemp): 2 352 m²  
• Total delivered energy use: 149 478 kWh/year  
• Specific energy use (including common areas): 64 kWh/m²·year  
• Primary energy consumption: 60 kWh/m²·year (141 696 kWh total)  
• Main heating system: district heating (53 777 kWh/year)  

These values place your building solidly in class B on the Swedish EPC scale.

Note: Some building details may be outdated because I could not confirm how recent the underlying energy-declaration data is. I do not have confirmed data for: ventilation_type, electricity_use, energy_declaration_year, renovation_information.","SQL fields used (n=214): 01a_fnr, 50a_deso, 50a_husnridmerge, 50a_uuid, byggnadsid, district_heating_use, energy_class, energy_performance, epc_antalbyggdek_calc, epc_antalgamladek_calc, epc_egenantalbolgh, epc_egenantalkallarplan",pass,9.75,10,10,10,9,True,False,True
BRF_ODEN_09_PROFESSORSSLINGAN_53_001_ADVICE,combined,What should my building prioritize to improve energy efficiency?,"Your building (Filosofen 2, Professorsslingan 53 in Stockholm) currently holds an energy class B (latest 2020 certificate) with a primary energy performance of 60 kWh/m²·year and a specific delivered energy use of 64 kWh/m²·year. Compared with the 85 kWh/m² reference value for new multifamily dwellings, your envelope and ventilation solution (mechanical supply/exhaust with heat recovery) are already performing well. To move up toward an A-class rating, we recommend focusing on the end-uses that still account for the largest shares of consumption:

1. Domestic Hot Water (DHW)  
   • DHW accounts for about 39 % of your building’s energy use (≈59 MWh/year).  
   • Install low-flow faucets and showerheads, onboard heat-recovery units on shower drains or greywater, and consider solar-thermal panels or a heat-pump water heater to pre-heat or replace part of your district-heating demand.  
   • Introduce individual sub-metering and resident engagement to encourage lower consumption.

2. On-si","SQL fields used (n=214): 01a_fnr, 50a_deso, 50a_husnridmerge, 50a_uuid, byggnadsid, district_heating_use, energy_class, energy_performance, epc_antalbyggdek_calc, epc_antalgamladek_calc, epc_egenantalbolgh, epc_egenantalkallarplan",fail,7.0,6,10,10,2,False,False,True
BRF_ODEN_10_RADMANSGATAN_31_001_AMBIGUOUS,clarification,What is the heating system in my building? My address is Rådmansgatan 31.,"I find three distinct EPC records for “Rådmansgatan 31,” each relating to a different property (by municipality and Building ID). Their main heating systems are as follows:

1. Stockholm (Building ID 01-80-HAELSAN10-2, EPC version 2010)  
   – Primary heating: district heating (“Fjärrvärme”)  

2. Motala (Building ID 05-83-RAEFSAN5-1, EPC version 2023, approved 2024-09-19)  
   – Primary heating: air-to-water heat pump  

3. Kristinehamn (Building ID 17-81-BONDEN9-1, EPC version 2019)  
   – Primary heating: air-to-water heat pump  

If you are in the Stockholm building, your system is district heating. In the Motala and Kristinehamn buildings the latest EPCs show an air-to-water heat pump as the main heating source.

Note: Some building details may be outdated because I could not confirm how recent the underlying energy-declaration data is. I do not have confirmed data for: ventilation_type, electricity_use, energy_declaration_year, renovation_information.","SQL fields used (n=214): 01a_fnr, 50a_deso, 50a_husnridmerge, 50a_uuid, byggnadsid, district_heating_use, energy_class, energy_performance, epc_antalbyggdek_calc, epc_antalgamladek_calc, epc_egenantalbolgh, epc_egenantalkallarplan",pass,9.75,10,10,10,9,True,False,True
BRF_ODEN_10_RADMANSGATAN_31_001_HEATING,building_specific,What is the heating system in my building?,"According to the most recent energy performance certificate (version 2023) for your building (Building ID 05-83-RAEFSAN5-1), the primary heating system is an air-to-water heat pump. No district heating is used.

Note: Some building details may be outdated because I could not confirm how recent the underlying energy-declaration data is. I do not have confirmed data for: ventilation_type, electricity_use, energy_declaration_year, renovation_information.","SQL fields used (n=214): 01a_fnr, 50a_deso, 50a_husnridmerge, 50a_uuid, byggnadsid, district_heating_use, energy_class, energy_performance, epc_antalbyggdek_calc, epc_antalgamladek_calc, epc_egenantalbolgh, epc_egenantalkallarplan",pass,10.0,10,10,10,10,True,False,True
BRF_ODEN_10_RADMANSGATAN_31_001_PERFORMANCE,building_specific,What is the energy performance of my building?,"Based on the latest energy declaration for your property (Building ID 05-83-RAEFSAN5-1), the key figures are:

• Energy performance (EPC “egienergiprestanda”): 75 kWh/m²·year  
• Energy class (“egienergiklass”): C  
• Specific energy use (“egispecifikenergianvandning”): 42 kWh/m²·year  
• Total delivered energy (“egienergianvandning”): 7 171 kWh/year  
• Primary energy use (“egiprimarenergianvandning”): 12 908 kWh/year  

This certificate (version 3.0) was approved on 2024-09-19 and reflects the building’s overall energy efficiency under the current Swedish EPC system.

Note: Some building details may be outdated because I could not confirm how recent the underlying energy-declaration data is. I do not have confirmed data for: ventilation_type, electricity_use, energy_declaration_year, renovation_information.","SQL fields used (n=214): 01a_fnr, 50a_deso, 50a_husnridmerge, 50a_uuid, byggnadsid, district_heating_use, energy_class, energy_performance, epc_antalbyggdek_calc, epc_antalgamladek_calc, epc_egenantalbolgh, epc_egenantalkallarplan",pass,10.0,10,10,10,10,True,False,True
BRF_ODEN_10_RADMANSGATAN_31_002_HEATING,building_specific,What is the heating system in my building?,"According to the latest energy declaration for your property (Building ID 05-83-RAEFSAN5-1), the primary heating system is an air-to-water heat pump.  There is no district-heating connection (district_heating_use = 0).

Note: Some building details may be outdated because I could not confirm how recent the underlying energy-declaration data is. I do not have confirmed data for: ventilation_type, electricity_use, energy_declaration_year, renovation_information.","SQL fields used (n=214): 01a_fnr, 50a_deso, 50a_husnridmerge, 50a_uuid, byggnadsid, district_heating_use, energy_class, energy_performance, epc_antalbyggdek_calc, epc_antalgamladek_calc, epc_egenantalbolgh, epc_egenantalkallarplan",pass,10.0,10,10,10,10,True,False,True
BRF_ODEN_10_RADMANSGATAN_31_002_PERFORMANCE,building_specific,What is the energy performance of my building?,"Based on the latest EPC for your property (Building ID 17-81-BONDEN9-1), approved 2019-04-11 (EPC version 2.6):

• Heated floor area (Atemp): 280 m²  
• Total annual energy use: 22 914 kWh (heating, hot water and electricity)  
• Specific energy performance: 109 kWh/m²·year  
• Energy class: D  

In other words, your building consumes 109 kWh per square metre and year, placing it in energy class D.

Note: Some building details may be outdated because I could not confirm how recent the underlying energy-declaration data is. I do not have confirmed data for: ventilation_type, electricity_use, energy_declaration_year, renovation_information.","SQL fields used (n=214): 01a_fnr, 50a_deso, 50a_husnridmerge, 50a_uuid, byggnadsid, district_heating_use, energy_class, energy_performance, epc_antalbyggdek_calc, epc_antalgamladek_calc, epc_egenantalbolgh, epc_egenantalkallarplan",pass,10.0,10,10,10,10,True,False,True
BRF_ODEN_10_RADMANSGATAN_31_004_HEATING,building_specific,What is the heating system in my building?,"Based on your building’s most recent Energy Performance Certificate (EPC), the main heating system is an air-to-water heat pump.  In the EPC data (version 3.0, approved 2024-09-19) you’ll see:

• “Huvudsaklig uppvärmning” (primary heating) is listed as PumpLuftVatten, i.e. an air-to-water heat pump.  
• No district heating is used (district_heating_use = 0).  
• All space-heating demand (5 288 kWh/year) is supplied by this pump.  

This system extracts heat from the outside air and transfers it into water that circulates through your radiators (or underfloor heating). Your building’s overall energy class is C, with a primary energy performance of 75 kWh/m²·year.

Note: Some building details may be outdated because I could not confirm how recent the underlying energy-declaration data is. I do not have confirmed data for: ventilation_type, electricity_use, energy_declaration_year, renovation_information.","SQL fields used (n=214): 01a_fnr, 50a_deso, 50a_husnridmerge, 50a_uuid, byggnadsid, district_heating_use, energy_class, energy_performance, epc_antalbyggdek_calc, epc_antalgamladek_calc, epc_egenantalbolgh, epc_egenantalkallarplan",pass,10.0,10,10,10,10,True,False,True
BRF_ODEN_10_RADMANSGATAN_31_004_PERFORMANCE,building_specific,What is the energy performance of my building?,"Based on the latest energy performance certificate for your building (approved 2024-09-19), your building’s energy performance is:

• Energy Performance (EPC “energiprestanda”): 75 kWh/m²·year  
• Energy Class (EPC “energiklass”): C  

Additional key figures from that certificate:  
• Heated floor area (Atemp): 171 m²  
• Total annual delivered energy: 7 171 kWh  
• Specific delivered energy: 42 kWh/m²·year  
• Primary energy use: 12 908 kWh·year  
• Main heating system: air-to-water heat pump  

This certificate is the most recent one on record and supersedes earlier EPCs.

Note: Some building details may be outdated because I could not confirm how recent the underlying energy-declaration data is. I do not have confirmed data for: ventilation_type, electricity_use, energy_declaration_year, renovation_information.","SQL fields used (n=214): 01a_fnr, 50a_deso, 50a_husnridmerge, 50a_uuid, byggnadsid, district_heating_use, energy_class, energy_performance, epc_antalbyggdek_calc, epc_antalgamladek_calc, epc_egenantalbolgh, epc_egenantalkallarplan",pass,10.0,10,10,10,10,True,False,True
DEMO_EXTRA_GEN_002,generic,What should a building board check before installing solar panels?,"Before moving forward with a rooftop solar‐panel installation, a housing association board (bostadsrättsförening or samfällighet) should systematically check the following areas:

1. Legal & Regulatory Compliance  
   • Ownership and governance  
     – Confirm that the association’s statutes (stadgar) and any co-ownership agreements permit installation of equipment on common property (tak, fasad).  
     – Obtain a formal decision at a members’ meeting if required.  
   • Building and planning permits  
     – Check with the local municipality (kommun) whether a bygglov (planning/building permit) or an anmälan (notification) is needed.  
     – Investigate heritage or neighborhood restrictions (e.g. if the building is in a k-märkt area).  
   • Grid connection agreement  
     – Contact your local network operator (nätägare) to secure the right to feed surplus electricity into the grid and to confirm any grid-reinforcement costs.

2. Structural & Technical Feasibility  
   • Roof cond",(no evidence retrieved),pass,10.0,,10,10,10,True,False,False
DEMO_EXTRA_GEN_003,generic,How can an apartment building reduce energy used for domestic hot water?,"Here are several proven strategies an apartment building can use to reduce the energy consumption associated with domestic hot water (DHW).  Depending on your building’s size, age and existing energy class (EPC_egienergiklass), some measures may be more cost-effective than others.  

1. Upgrade the Heat‐Generation System  
  • Install a high‐efficiency condensing boiler or district heating substation with plate-heat exchangers.  
  • Consider a central heat‐pump system (air-source or ground-source) dedicated to DHW. Modern heat pumps can achieve COPs (coefficients of performance) of 3–4, meaning they deliver three to four times more thermal energy than the electrical energy they consume.  
  • Integrate solar thermal collectors on the roof to pre-heat water—this can cover 20–60 % of annual DHW demand depending on system size and insolation.  

2. Recover Waste Heat  
  • Install a drain‐water heat recovery unit (“heat pipe” or “cross‐flow” exchanger) in main soil‐stack risers. These ty",(no evidence retrieved),pass,10.0,,10,10,10,True,False,False
